Column1,name,W_L_pct,W_L_pct/games,team,position,game_%,games,AB,R,H,doubles,triples,HR,RBI,walks,strike_outs,stolen_bases,caught_stealing_base,AVG,OBP,SLG,OPS
964," Turnbull, S",0.395,0.0024,DET,P,0.006,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
969," VerHagen, D",0.395,0.0049,DET,P,0.012,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984," Zimmermann, J",0.395,0.0049,DET,P,0.012,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
989," Alcantara, V",0.395,0.0024,DET,P,0.006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998," Baez, S",0.395,0.0024,DET,P,0.006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999," Barbato, J",0.395,0.0024,DET,P,0.006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039," Coleman, L",0.395,0.0073,DET,P,0.019,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063," Farmer, B",0.395,0.0098,DET,P,0.025,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082," Greene, S",0.395,0.0024,DET,P,0.006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088," Hall, M",0.395,0.0024,DET,P,0.006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090," Hardy, B",0.395,0.0073,DET,P,0.019,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107," Jimenez, J",0.395,0.0049,DET,P,0.012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196," Reininger, Z",0.395,0.0049,DET,P,0.012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221," Smoker, J",0.395,0.0146,DET,P,0.037,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231," Stumpf, D",0.395,0.0098,DET,P,0.025,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241," Turner, J",0.395,0.0098,DET,P,0.025,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260," Wilson, A",0.395,0.0146,DET,P,0.037,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40," Straw, M",0.636,0.0353,HOU,CF,0.056,9,9,4,3,0,0,1,1,1,0,2,0,0.333,0.4,0.667,1.067
47," Altuve, J",0.636,0.5379,HOU,2B,0.846,137,534,84,169,29,2,13,61,55,79,17,4,0.316,0.386,0.451,0.837
93," Gurriel, Y",0.636,0.5339,HOU,1B,0.840,136,537,70,156,33,1,13,85,23,63,5,1,0.291,0.323,0.428,0.751
107," Bregman, A",0.636,0.6164,HOU,3B,0.969,157,594,105,170,51,1,31,103,96,85,10,4,0.286,0.394,0.532,0.926
143," White, T",0.636,0.2591,HOU,1B,0.407,66,210,27,58,12,3,12,42,24,49,0,1,0.276,0.354,0.533,0.888
195," Springer, G",0.636,0.5496,HOU,CF,0.864,140,544,102,144,26,0,22,71,64,122,6,4,0.265,0.346,0.434,0.78
212," Kemp, T",0.636,0.3808,HOU,LF,0.599,97,255,37,67,15,0,6,30,32,44,9,3,0.263,0.351,0.392,0.743
317," Gonzalez, M",0.636,0.5693,HOU,LF,0.895,145,489,61,121,25,3,16,68,53,126,2,3,0.247,0.324,0.409,0.733
341," Reddick, J",0.636,0.5261,HOU,RF,0.827,134,433,63,105,13,2,17,47,49,77,7,2,0.242,0.318,0.4,0.718
363," Correa, C",0.636,0.4319,HOU,SS,0.679,110,402,60,96,20,1,15,65,53,111,3,0,0.239,0.323,0.405,0.728
430," Stassi, M",0.636,0.3455,HOU,C,0.543,88,221,28,50,13,0,8,27,23,74,0,0,0.226,0.316,0.394,0.71
432," Gattis, E",0.636,0.5025,HOU,C,0.790,128,407,49,92,17,0,25,78,33,101,1,0,0.226,0.284,0.452,0.736
437," Maldonado, M",0.636,0.4672,HOU,C,0.735,119,373,39,84,18,1,9,44,16,98,0,1,0.225,0.276,0.351,0.627
489," McCann, B",0.636,0.2473,HOU,C,0.389,63,189,22,40,3,0,7,23,19,40,0,1,0.212,0.301,0.339,0.64
490," Marisnick, J",0.636,0.4044,HOU,CF,0.636,103,213,34,45,8,1,10,28,15,84,6,2,0.211,0.275,0.399,0.674
546," Verlander, J",0.636,0.0079,HOU,P,0.012,2,5,0,1,0,0,0,0,0,2,0,0,0.2,0.2,0.2,0.4
606," Davis, J",0.636,0.1649,HOU,3B,0.259,42,103,9,18,2,0,1,5,10,29,0,0,0.175,0.248,0.223,0.471
623," Morton, C",0.636,0.0118,HOU,P,0.019,3,6,0,1,0,0,0,0,0,5,0,0,0.167,0.167,0.167,0.333
637," Fisher, D",0.636,0.1649,HOU,CF,0.259,42,79,13,13,2,2,4,11,5,42,2,0,0.165,0.209,0.392,0.602
668," Tucker, K",0.636,0.1099,HOU,RF,0.173,28,64,10,9,2,1,0,4,6,13,1,1,0.141,0.236,0.203,0.439
806," Cole, G",0.636,0.0118,HOU,P,0.019,3,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0
871," Keuchel, D",0.636,0.0039,HOU,P,0.006,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
888," McCullers Jr., L",0.636,0.0039,HOU,P,0.006,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
914," Peacock, B",0.636,0.0118,HOU,P,0.019,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
924," Reed, A",0.636,0.0039,HOU,1B,0.006,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1052," Devenski, C",0.636,0.0039,HOU,P,0.006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091," Harris, W",0.636,0.0079,HOU,P,0.012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143," McHugh, C",0.636,0.0196,HOU,P,0.031,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168," Osuna, R",0.636,0.0039,HOU,P,0.006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178," Perez, C",0.636,0.0039,HOU,P,0.006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186," Pressly, R",0.636,0.0236,HOU,P,0.037,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204," Rondon, H",0.636,0.0275,HOU,P,0.043,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214," Sipp, T",0.636,0.0118,HOU,P,0.019,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218," Smith, J",0.636,0.0236,HOU,P,0.037,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5," Romero, E",0.358,0.0088,KC,P,0.025,4,1,1,1,1,0,0,0,0,0,0,0,1,1,2,3
16," Kennedy, I",0.358,0.0022,KC,P,0.006,1,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
17," Lopez, J",0.358,0.0221,KC,P,0.062,10,2,1,1,1,0,0,2,0,1,0,0,0.5,0.5,1,1.5
35," Keller, B",0.358,0.0066,KC,P,0.019,3,3,1,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
60," Merrifield, W",0.358,0.3492,KC,2B,0.975,158,632,88,192,43,3,12,60,61,114,45,10,0.304,0.367,0.438,0.806
142," Mondesi, A",0.358,0.1657,KC,SS,0.463,75,275,47,76,13,3,14,37,11,77,32,7,0.276,0.306,0.498,0.804
198," Soler, J",0.358,0.1348,KC,RF,0.377,61,223,27,59,18,0,9,28,28,69,3,1,0.265,0.354,0.466,0.82
218," O'Hearn, R",0.358,0.0972,KC,1B,0.272,44,149,23,39,10,2,12,30,20,45,0,0,0.262,0.353,0.597,0.95
235," Viloria, M",0.358,0.0221,KC,C,0.062,10,27,4,7,2,0,0,4,1,9,0,0,0.259,0.286,0.333,0.619
288," Fillmyer, H",0.358,0.0044,KC,P,0.012,2,4,0,1,1,0,0,1,0,3,0,0,0.25,0.25,0.5,0.75
332," Gordon, A",0.358,0.3116,KC,LF,0.870,141,506,56,124,24,0,13,54,50,124,12,2,0.245,0.324,0.37,0.694
362," Goodwin, B",0.358,0.1657,KC,CF,0.463,75,159,20,38,6,0,6,25,16,57,4,2,0.239,0.318,0.39,0.708
385," Perez, S",0.358,0.2851,KC,C,0.796,129,510,52,120,23,0,27,80,17,108,1,1,0.235,0.274,0.439,0.713
394," Herrera, R",0.358,0.1900,KC,RF,0.531,86,278,25,65,14,3,1,20,19,57,3,5,0.234,0.286,0.317,0.602
410," Escobar, A",0.358,0.3094,KC,SS,0.864,140,485,54,112,22,3,4,34,29,74,8,2,0.231,0.279,0.313,0.593
419," Dozier, H",0.358,0.2254,KC,1B,0.630,102,362,36,83,19,4,11,34,24,109,2,3,0.229,0.278,0.395,0.673
441," Bonifacio, J",0.358,0.1525,KC,RF,0.426,69,236,31,53,16,2,4,23,29,71,0,1,0.225,0.312,0.36,0.672
511," Gallagher, C",0.358,0.0486,KC,C,0.136,22,63,5,13,3,0,1,7,3,15,0,0,0.206,0.25,0.302,0.552
559," Cuthbert, C",0.358,0.0663,KC,3B,0.185,30,103,11,20,2,0,3,7,11,23,0,1,0.194,0.282,0.301,0.583
574," Phillips, B",0.358,0.1127,KC,RF,0.315,51,134,15,25,4,3,2,11,11,61,1,1,0.187,0.252,0.306,0.558
592," Almonte, A",0.358,0.1105,KC,CF,0.309,50,134,15,24,1,2,3,9,15,36,2,2,0.179,0.26,0.284,0.544
595," Torres, R",0.358,0.0199,KC,2B,0.056,9,28,4,5,1,0,0,1,1,3,0,0,0.179,0.207,0.214,0.421
626," Orlando, P",0.358,0.0552,KC,RF,0.154,25,90,6,15,3,0,0,5,3,25,0,0,0.167,0.194,0.2,0.394
817," Duffy, D",0.358,0.0022,KC,P,0.006,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
825," Flynn, B",0.358,0.0066,KC,P,0.019,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845," Hammel, J",0.358,0.0044,KC,P,0.012,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
854," Hill, T",0.358,0.0110,KC,P,0.031,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
866," Junis, J",0.358,0.0044,KC,P,0.012,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
879," Lively, B",0.358,0.0133,KC,P,0.037,6,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0
951," Skoglund, E",0.358,0.0044,KC,P,0.012,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
985," Adam, J",0.358,0.0022,KC,P,0.006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015," Boyer, B",0.358,0.0044,KC,P,0.012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136," Maurer, B",0.358,0.0044,KC,P,0.012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140," McCarthy, K",0.358,0.0088,KC,P,0.025,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158," Newberry, J",0.358,0.0066,KC,P,0.019,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177," Peralta, W",0.358,0.0044,KC,P,0.012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215," Smith, B",0.358,0.0044,KC,P,0.012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243," Vasto, G",0.358,0.0022,KC,P,0.006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37," McGuire, D",0.494,0.0091,LAA,P,0.019,3,3,0,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
50," Trout, M",0.494,0.4269,LAA,CF,0.864,140,471,101,147,24,4,39,79,122,124,24,2,0.312,0.46,0.628,1.088
88," Simmons, A",0.494,0.4452,LAA,SS,0.901,146,554,68,162,26,5,11,75,35,44,10,2,0.292,0.337,0.417,0.754
89," Smith, K",0.494,0.1586,LAA,C,0.321,52,171,21,50,6,0,3,21,10,18,1,0,0.292,0.348,0.38,0.728
112," Ohtani, S",0.494,0.3171,LAA,P,0.642,104,326,59,93,21,2,22,61,37,102,10,4,0.285,0.361,0.564,0.925
149," Fletcher, D",0.494,0.2440,LAA,3B,0.494,80,284,35,78,18,2,1,25,15,34,3,0,0.275,0.316,0.363,0.678
180," Fernandez, J",0.494,0.1098,LAA,2B,0.222,36,116,9,31,8,0,2,11,6,15,1,0,0.267,0.309,0.388,0.697
242," Upton, J",0.494,0.4422,LAA,LF,0.895,145,533,80,137,18,1,30,85,64,176,8,2,0.257,0.344,0.463,0.808
331," Pujols, A",0.494,0.3568,LAA,1B,0.722,117,465,50,114,20,0,19,64,28,65,1,0,0.245,0.289,0.411,0.7
359," Briceno, J",0.494,0.1403,LAA,C,0.284,46,117,12,28,2,0,5,10,8,35,0,1,0.239,0.299,0.385,0.684
466," Cozart, Z",0.494,0.1769,LAA,3B,0.358,58,224,29,49,13,2,5,18,19,42,0,0,0.219,0.296,0.362,0.658
475," Marte, J",0.494,0.2744,LAA,1B,0.556,90,194,28,42,7,1,7,22,13,41,1,1,0.216,0.273,0.371,0.644
493," Hermosillo, M",0.494,0.0945,LAA,CF,0.191,31,57,7,12,4,0,1,1,3,17,0,1,0.211,0.274,0.333,0.608
503," Calhoun, K",0.494,0.4178,LAA,RF,0.846,137,491,71,102,18,2,19,57,53,133,6,2,0.208,0.283,0.369,0.652
520," Arcia, F",0.494,0.1220,LAA,C,0.247,40,103,10,21,5,0,6,23,1,27,1,0,0.204,0.226,0.427,0.654
525," Young Jr., E",0.494,0.1250,LAA,CF,0.253,41,109,12,22,4,2,1,8,6,28,5,1,0.202,0.248,0.303,0.551
533," Despaigne, O",0.494,0.0366,LAA,P,0.074,12,5,0,1,0,0,0,0,0,1,0,0,0.2,0.2,0.2,0.4
542," Schimpf, R",0.494,0.0152,LAA,3B,0.031,5,5,2,1,0,0,1,2,2,3,0,0,0.2,0.429,0.8,1.229
548," Valbuena, L",0.494,0.2927,LAA,3B,0.593,96,266,23,53,9,0,9,33,19,100,3,0,0.199,0.253,0.335,0.588
598," Ward, T",0.494,0.1220,LAA,3B,0.247,40,135,14,24,3,0,6,15,9,45,2,0,0.178,0.245,0.333,0.578
613," Young, C",0.494,0.1708,LAA,RF,0.346,56,113,17,19,2,1,6,13,11,37,2,0,0.168,0.252,0.363,0.615
621," Hudson, J",0.494,0.0244,LAA,C,0.049,8,12,0,2,1,0,0,1,0,0,0,0,0.167,0.167,0.25,0.417
674," Cowart, K",0.494,0.1433,LAA,SS,0.290,47,112,7,15,7,1,1,10,10,44,1,0,0.134,0.21,0.241,0.451
684," Heaney, A",0.494,0.0091,LAA,P,0.019,3,8,1,1,0,0,0,0,0,6,0,0,0.125,0.125,0.125,0.25
709," Blash, J",0.494,0.0732,LAA,RF,0.148,24,39,4,4,1,0,0,1,5,24,2,1,0.103,0.2,0.128,0.328
724," Fontana, N",0.494,0.0244,LAA,SS,0.049,8,11,1,1,0,0,1,1,1,6,0,0,0.091,0.167,0.364,0.53
779," Barria, J",0.494,0.0061,LAA,P,0.012,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
821," Farrell, L",0.494,0.0579,LAA,P,0.117,19,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0
865," Johnson, S",0.494,0.0305,LAA,2B,0.062,10,10,0,0,0,0,0,0,0,4,0,0,0,0.091,0,0.091
915," Pena, F",0.494,0.0091,LAA,P,0.019,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
930," Robles, H",0.494,0.0579,LAA,P,0.117,19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
992," Alvarez, J",0.494,0.0152,LAA,P,0.031,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993," Anderson, J",0.494,0.0183,LAA,P,0.037,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008," Bedrosian, C",0.494,0.0122,LAA,P,0.025,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028," Buttrey, T",0.494,0.0030,LAA,P,0.006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038," Cole, T",0.494,0.0030,LAA,P,0.006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106," Jerez, W",0.494,0.0061,LAA,P,0.012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109," Johnson, J",0.494,0.0061,LAA,P,0.012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152," Morris, A",0.494,0.0030,LAA,P,0.006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174," Parker, B",0.494,0.0122,LAA,P,0.025,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191," Ramirez, N",0.494,0.0122,LAA,P,0.025,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233," Tazawa, J",0.494,0.0640,LAA,P,0.130,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19," Santana, D",0.564,0.0070,LAD,P,0.012,2,2,0,1,1,0,0,2,0,1,0,0,0.5,0.5,1,1.5
49," Turner, J",0.564,0.3586,LAD,3B,0.636,103,365,62,114,31,1,14,52,47,54,2,1,0.312,0.406,0.518,0.924
74," Machado, M",0.564,0.5640,LAD,SS,1.000,162,632,84,188,35,3,37,107,70,104,14,2,0.297,0.367,0.538,0.905
78," Freese, D",0.564,0.3934,LAD,3B,0.698,113,280,38,83,12,2,11,51,24,72,0,0,0.296,0.359,0.471,0.83
99," Kemp, M",0.564,0.5083,LAD,LF,0.901,146,462,62,134,25,0,21,85,36,115,0,0,0.29,0.338,0.481,0.818
172," Ryu, H",0.564,0.0557,LAD,P,0.099,16,26,4,7,1,0,0,2,2,13,0,0,0.269,0.321,0.308,0.629
179," Seager, C",0.564,0.0905,LAD,SS,0.160,26,101,13,27,5,1,2,13,11,17,0,0,0.267,0.348,0.396,0.744
186," Puig, Y",0.564,0.4352,LAD,RF,0.772,125,405,60,108,21,1,23,63,36,87,15,5,0.267,0.327,0.494,0.82
207," Muncy, M",0.564,0.4770,LAD,1B,0.846,137,395,75,104,17,2,35,79,79,131,3,0,0.263,0.391,0.582,0.973
228," Bellinger, C",0.564,0.5640,LAD,1B,1.000,162,557,84,145,28,7,25,76,69,151,14,1,0.26,0.343,0.47,0.814
230," Verdugo, A",0.564,0.1288,LAD,CF,0.228,37,77,11,20,6,0,1,4,8,14,0,0,0.26,0.329,0.377,0.706
247," Hernandez, K",0.564,0.5048,LAD,CF,0.895,145,402,67,103,17,3,21,52,50,78,3,0,0.256,0.336,0.47,0.806
264," Taylor, C",0.564,0.5396,LAD,SS,0.957,155,536,85,136,35,8,17,63,55,178,9,6,0.254,0.331,0.444,0.775
309," Pederson, J",0.564,0.5153,LAD,LF,0.914,148,395,65,98,27,3,25,56,40,85,1,5,0.248,0.321,0.522,0.843
350," Grandal, Y",0.564,0.4874,LAD,C,0.864,140,440,65,106,23,2,24,68,72,124,2,1,0.241,0.349,0.466,0.815
361," Kershaw, C",0.564,0.0870,LAD,P,0.154,25,46,1,11,2,0,0,7,7,11,0,0,0.239,0.34,0.283,0.622
381," Farmer, K",0.564,0.1358,LAD,C,0.241,39,68,1,16,4,1,0,9,5,15,0,0,0.235,0.312,0.324,0.635
395," Toles, A",0.564,0.0592,LAD,LF,0.105,17,30,5,7,2,0,0,4,2,8,1,0,0.233,0.281,0.3,0.581
478," Dozier, B",0.564,0.5257,LAD,2B,0.932,151,553,81,119,30,2,21,72,70,129,12,3,0.215,0.305,0.391,0.696
484," Utley, C",0.564,0.3029,LAD,2B,0.537,87,164,18,35,10,1,1,14,17,34,3,1,0.213,0.305,0.305,0.61
516," Barnes, A",0.564,0.3481,LAD,C,0.617,100,200,32,41,5,0,4,14,31,67,4,3,0.205,0.329,0.29,0.619
534," Ferguson, C",0.564,0.0975,LAD,P,0.173,28,5,0,1,0,0,0,0,0,3,0,0,0.2,0.2,0.2,0.4
585," Locastro, T",0.564,0.0627,LAD,CF,0.111,18,11,6,2,1,0,0,0,2,5,4,0,0.182,0.357,0.273,0.63
640," Buehler, W",0.564,0.0766,LAD,P,0.136,22,43,1,7,0,0,0,1,2,21,0,0,0.163,0.2,0.163,0.363
718," Maeda, K",0.564,0.1358,LAD,P,0.241,39,32,0,3,0,0,0,0,0,9,0,0,0.094,0.094,0.094,0.188
721," Hill, R",0.564,0.0801,LAD,P,0.142,23,43,2,4,0,0,0,2,0,15,0,0,0.093,0.093,0.093,0.186
729," Stripling, R",0.564,0.1219,LAD,P,0.216,35,33,0,3,0,0,0,2,0,13,1,0,0.091,0.091,0.091,0.182
763," Wood, A",0.564,0.1079,LAD,P,0.191,31,44,1,2,0,0,0,0,0,25,1,0,0.045,0.045,0.045,0.091
771," Alexander, S",0.564,0.2333,LAD,P,0.414,67,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0
778," Baez, P",0.564,0.1845,LAD,P,0.327,53,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0
800," Chargois, J",0.564,0.1219,LAD,P,0.216,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808," Corcino, D",0.564,0.0070,LAD,P,0.012,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
824," Floro, D",0.564,0.1671,LAD,P,0.296,48,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0
830," Gale, R",0.564,0.0104,LAD,C,0.019,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
858," Hudson, D",0.564,0.1288,LAD,P,0.228,37,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
877," Liberatore, A",0.564,0.0592,LAD,P,0.105,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
957," Stewart, B",0.564,0.0313,LAD,P,0.056,9,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
966," Urias, J",0.564,0.0104,LAD,P,0.019,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
997," Axford, J",0.564,0.0209,LAD,P,0.037,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035," Cingrani, T",0.564,0.1044,LAD,P,0.185,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066," Fields, J",0.564,0.1567,LAD,P,0.278,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074," Garcia, Y",0.564,0.0870,LAD,P,0.154,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079," Goeddel, E",0.564,0.0870,LAD,P,0.154,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104," Jansen, K",0.564,0.2263,LAD,P,0.401,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131," Madson, R",0.564,0.1950,LAD,P,0.346,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139," McAllister, Z",0.564,0.0104,LAD,P,0.019,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155," Neal, Z",0.564,0.0035,LAD,P,0.006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173," Paredes, E",0.564,0.0453,LAD,P,0.080,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205," Rosscup, Z",0.564,0.0557,LAD,P,0.099,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244," Venditte, P",0.564,0.0487,LAD,P,0.086,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28," Brigham, J",0.391,0.0097,MIA,P,0.025,4,3,1,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.667
131," Castro, S",0.391,0.3717,MIA,2B,0.951,154,593,76,165,32,2,12,54,48,124,6,4,0.278,0.329,0.4,0.729
139," Realmuto, J",0.391,0.3017,MIA,C,0.772,125,477,74,132,30,3,21,74,38,104,3,2,0.277,0.34,0.484,0.825
152," Anderson, B",0.391,0.3765,MIA,RF,0.963,156,590,87,161,34,4,11,65,62,129,2,4,0.273,0.357,0.4,0.757
155," O'Brien, P",0.391,0.0531,MIA,LF,0.136,22,66,8,18,5,0,4,10,7,22,0,0,0.273,0.338,0.53,0.868
200," Dietrich, D",0.391,0.3596,MIA,LF,0.920,149,499,72,132,26,2,16,45,29,140,2,0,0.265,0.33,0.421,0.751
275," Rojas, M",0.391,0.3693,MIA,SS,0.944,153,488,44,123,13,0,11,53,24,69,6,3,0.252,0.297,0.346,0.643
289," Gonzalez, M",0.391,0.0169,MIA,P,0.043,7,4,0,1,0,0,0,0,0,2,0,0,0.25,0.25,0.25,0.5
338," Prado, M",0.391,0.1303,MIA,3B,0.333,54,197,16,48,9,0,1,18,11,35,1,1,0.244,0.287,0.305,0.592
396," Ortega, R",0.391,0.0990,MIA,LF,0.253,41,133,10,31,3,1,0,7,10,23,5,2,0.233,0.287,0.271,0.557
412," Riddle, J",0.391,0.2462,MIA,SS,0.630,102,308,28,71,10,4,9,36,20,67,0,3,0.231,0.277,0.377,0.653
459," Dean, A",0.391,0.0821,MIA,LF,0.210,34,113,16,25,4,0,4,14,7,22,1,0,0.221,0.279,0.363,0.642
488," Cooper, G",0.391,0.0338,MIA,LF,0.086,14,33,2,7,1,0,0,2,4,12,0,0,0.212,0.316,0.242,0.558
508," Telis, T",0.391,0.0555,MIA,C,0.142,23,29,2,6,1,0,0,1,2,8,0,0,0.207,0.258,0.241,0.499
515," Holaday, B",0.391,0.1472,MIA,C,0.377,61,151,7,31,5,0,1,16,10,29,0,0,0.205,0.261,0.258,0.519
521," Galloway, I",0.391,0.1038,MIA,RF,0.265,43,64,7,13,3,0,3,7,9,21,1,1,0.203,0.301,0.391,0.692
549," Brinson, L",0.391,0.2631,MIA,CF,0.673,109,382,31,76,10,5,11,42,17,120,2,1,0.199,0.24,0.338,0.577
561," Shuck, JB",0.391,0.1690,MIA,RF,0.432,70,130,10,25,3,1,0,4,10,22,2,2,0.192,0.255,0.231,0.486
563," Sierra, M",0.391,0.1303,MIA,CF,0.333,54,147,10,28,3,0,0,7,6,39,3,2,0.19,0.222,0.211,0.433
570," Bostick, C",0.391,0.0362,MIA,LF,0.093,15,16,0,3,1,0,0,2,2,7,0,0,0.188,0.278,0.25,0.528
571," Lopez, P",0.391,0.0265,MIA,P,0.068,11,16,1,3,0,0,0,0,1,8,0,0,0.188,0.235,0.188,0.423
597," Wallach, C",0.391,0.0362,MIA,C,0.093,15,45,4,8,1,0,1,5,4,23,0,0,0.178,0.275,0.267,0.541
602," Lee, B",0.391,0.0193,MIA,CF,0.049,8,17,0,3,0,0,0,2,1,8,0,0,0.176,0.222,0.176,0.399
609," Rivera, Y",0.391,0.2679,MIA,3B,0.685,111,139,13,24,3,0,1,9,19,51,2,1,0.173,0.269,0.216,0.485
643," Straily, D",0.391,0.0603,MIA,P,0.154,25,31,2,5,1,0,0,1,8,19,0,0,0.161,0.35,0.194,0.544
655," Chen, W",0.391,0.0628,MIA,P,0.160,26,40,2,6,1,0,0,2,0,18,0,0,0.15,0.15,0.175,0.325
665," Peters, D",0.391,0.0169,MIA,P,0.043,7,7,1,1,0,0,0,0,1,2,0,0,0.143,0.25,0.143,0.393
671," Smith, C",0.391,0.0362,MIA,P,0.093,15,22,0,3,0,0,0,1,0,13,0,0,0.136,0.136,0.136,0.273
749," Richards, T",0.391,0.0531,MIA,P,0.136,22,31,1,2,0,0,0,2,1,17,0,0,0.065,0.094,0.065,0.158
765," Urena, J",0.391,0.0724,MIA,P,0.185,30,48,1,2,1,0,0,1,1,35,0,0,0.042,0.061,0.063,0.124
770," Alcantara, S",0.391,0.0145,MIA,P,0.037,6,12,0,0,0,0,0,0,1,8,0,0,0,0.077,0,0.077
805," Cloyd, T",0.391,0.0145,MIA,P,0.037,6,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
